Code,Wards (2016),Health Indicator,value
E05000440,Catford South; Lewisham,A&E attendances in under 5s,772.8
E05000441,Crofton Park; Lewisham,A&E attendances in under 5s,613.6
E05000442,Downham; Lewisham,A&E attendances in under 5s,722.0
E05000443,Evelyn; Lewisham,A&E attendances in under 5s,675.4
E05000444,Forest Hill; Lewisham,A&E attendances in under 5s,547.0
E05000445,Grove Park; Lewisham,A&E attendances in under 5s,670.7
E05000446,Ladywell; Lewisham,A&E attendances in under 5s,610.0
E05000447,Lee Green; Lewisham,A&E attendances in under 5s,635.5
E05000448,Lewisham Central; Lewisham,A&E attendances in under 5s,817.7
E05000449,New Cross; Lewisham,A&E attendances in under 5s,648.7
E05000450,Perry Vale; Lewisham,A&E attendances in under 5s,648.2
E05000451,Rushey Green; Lewisham,A&E attendances in under 5s,747.5
E05000452,Sydenham; Lewisham,A&E attendances in under 5s,613.0
E05000453,Telegraph Hill; Lewisham,A&E attendances in under 5s,606.0
E05000454,Whitefoot; Lewisham,A&E attendances in under 5s,772.5
E05000455,Abbey; Merton,A&E attendances in under 5s,507.7
E05000456,Cannon Hill; Merton,A&E attendances in under 5s,542.1
E05000457,Colliers Wood; Merton,A&E attendances in under 5s,685.0
E05000458,Cricket Green; Merton,A&E attendances in under 5s,630.2
E05000459,Dundonald; Merton,A&E attendances in under 5s,505.7
E05000460,Figge's Marsh; Merton,A&E attendances in under 5s,646.1
E05000461,Graveney; Merton,A&E attendances in under 5s,646.1
E05000462,Hillside; Merton,A&E attendances in under 5s,521.8
E05000463,Lavender Fields; Merton,A&E attendances in under 5s,647.0
E05000464,Longthornton; Merton,A&E attendances in under 5s,639.6
E05000465,Lower Morden; Merton,A&E attendances in under 5s,589.6
E05000466,Merton Park; Merton,A&E attendances in under 5s,543.7
E05000467,Pollards Hill; Merton,A&E attendances in under 5s,644.0
E05000468,Ravensbury; Merton,A&E attendances in under 5s,658.7
E05000469,Raynes Park; Merton,A&E attendances in under 5s,545.8
E05000470,St Helier; Merton,A&E attendances in under 5s,717.1
E05000471,Trinity; Merton,A&E attendances in under 5s,549.9
E05000472,Village; Merton,A&E attendances in under 5s,491.6
E05000473,West Barnes; Merton,A&E attendances in under 5s,528.3
E05000474,Wimbledon Park; Merton,A&E attendances in under 5s,547.1
E05000475,Beckton; Newham,A&E attendances in under 5s,694.9
E05000476,Boleyn; Newham,A&E attendances in under 5s,738.7
E05000477,Canning Town North; Newham,A&E attendances in under 5s,775.9
E05000478,Canning Town South; Newham,A&E attendances in under 5s,773.9
E05000479,Custom House; Newham,A&E attendances in under 5s,792.1
E05000480,East Ham Central; Newham,A&E attendances in under 5s,696.7
E05000481,East Ham North; Newham,A&E attendances in under 5s,759.0
E05000482,East Ham South; Newham,A&E attendances in under 5s,682.8
E05000483,Forest Gate North; Newham,A&E attendances in under 5s,579.1
E05000484,Forest Gate South; Newham,A&E attendances in under 5s,646.0
E05000485,Green Street East; Newham,A&E attendances in under 5s,742.3
E05000486,Green Street West; Newham,A&E attendances in under 5s,881.3
E05000487,Little Ilford; Newham,A&E attendances in under 5s,671.9
E05000488,Manor Park; Newham,A&E attendances in under 5s,656.5
E05000489,Plaistow North; Newham,A&E attendances in under 5s,742.3
E05000490,Plaistow South; Newham,A&E attendances in under 5s,818.6
E05000491,Royal Docks; Newham,A&E attendances in under 5s,739.2
E05000492,Stratford and New Town; Newham,A&E attendances in under 5s,729.1
E05000493,Wall End; Newham,A&E attendances in under 5s,696.5
E05000494,West Ham; Newham,A&E attendances in under 5s,672.7
E05000495,Aldborough; Redbridge,A&E attendances in under 5s,504.2
E05000496,Barkingside; Redbridge,A&E attendances in under 5s,514.0
E05000497,Bridge; Redbridge,A&E attendances in under 5s,452.6
E05000498,Chadwell; Redbridge,A&E attendances in under 5s,608.8
E05000499,Church End; Redbridge,A&E attendances in under 5s,406.9
E05000500,Clayhall; Redbridge,A&E attendances in under 5s,485.9
E05000501,Clementswood; Redbridge,A&E attendances in under 5s,593.5
E05000502,Cranbrook; Redbridge,A&E attendances in under 5s,546.8
E05000503,Fairlop; Redbridge,A&E attendances in under 5s,520.2
E05000504,Fullwell; Redbridge,A&E attendances in under 5s,488.8
E05000505,Goodmayes; Redbridge,A&E attendances in under 5s,670.4
E05000506,Hainault; Redbridge,A&E attendances in under 5s,572.1
E05000507,Loxford; Redbridge,A&E attendances in under 5s,622.1
E05000508,Mayfield; Redbridge,A&E attendances in under 5s,677.3
E05000509,Monkhams; Redbridge,A&E attendances in under 5s,404.4
E05000510,Newbury; Redbridge,A&E attendances in under 5s,536.7
E05000511,Roding; Redbridge,A&E attendances in under 5s,424.4
E05000512,Seven Kings; Redbridge,A&E attendances in under 5s,641.7
E05000513,Snaresbrook; Redbridge,A&E attendances in under 5s,426.8
E05000514,Valentines; Redbridge,A&E attendances in under 5s,519.8
E05000515,Wanstead; Redbridge,A&E attendances in under 5s,413.3
E05000516,Barnes; Richmond upon Thames,A&E attendances in under 5s,553.6
E05000517,East Sheen; Richmond upon Thames,A&E attendances in under 5s,471.3
E05000518,Fulwell and Hampton Hill; Richmond upon Thames,A&E attendances in under 5s,753.0
E05000519,"Ham, Petersham and Richmond Riverside; Richmond upon Thames",A&E attendances in under 5s,614.9
E05000520,Hampton; Richmond upon Thames,A&E attendances in under 5s,611.0
E05000521,Hampton North; Richmond upon Thames,A&E attendances in under 5s,841.3
E05000522,Hampton Wick; Richmond upon Thames,A&E attendances in under 5s,653.5
E05000523,Heathfield; Richmond upon Thames,A&E attendances in under 5s,894.7
E05000524,Kew; Richmond upon Thames,A&E attendances in under 5s,541.5
E05000525,Mortlake and Barnes Common; Richmond upon Thames,A&E attendances in under 5s,521.0
E05000526,North Richmond; Richmond upon Thames,A&E attendances in under 5s,533.3
E05000527,St Margarets and North Twickenham; Richmond upon Thames,A&E attendances in under 5s,651.8
E05000528,South Richmond; Richmond upon Thames,A&E attendances in under 5s,534.3
E05000529,South Twickenham; Richmond upon Thames,A&E attendances in under 5s,733.3
E05000530,Teddington; Richmond upon Thames,A&E attendances in under 5s,744.5
E05000531,Twickenham Riverside; Richmond upon Thames,A&E attendances in under 5s,581.9
E05000532,West Twickenham; Richmond upon Thames,A&E attendances in under 5s,764.2
E05000533,Whitton; Richmond upon Thames,A&E attendances in under 5s,698.3
E05000534,Brunswick Park; Southwark,A&E attendances in under 5s,724.4
E05000535,Camberwell Green; Southwark,A&E attendances in under 5s,742.9
E05000536,Cathedrals; Southwark,A&E attendances in under 5s,892.2
E05000537,Chaucer; Southwark,A&E attendances in under 5s,815.2
E05000538,College; Southwark,A&E attendances in under 5s,535.4
E05000539,East Dulwich; Southwark,A&E attendances in under 5s,606.4
E05000540,East Walworth; Southwark,A&E attendances in under 5s,792.1
E05000541,Faraday; Southwark,A&E attendances in under 5s,696.1
E05000542,Grange; Southwark,A&E attendances in under 5s,748.0
E05000543,Livesey; Southwark,A&E attendances in under 5s,650.2
E05000544,Newington; Southwark,A&E attendances in under 5s,789.0
E05000545,Nunhead; Southwark,A&E attendances in under 5s,586.0
E05000546,Peckham; Southwark,A&E attendances in under 5s,701.6
E05000547,Peckham Rye; Southwark,A&E attendances in under 5s,590.2
E05000548,Riverside; Southwark,A&E attendances in under 5s,716.8
E05000549,Rotherhithe; Southwark,A&E attendances in under 5s,606.0
E05000550,South Bermondsey; Southwark,A&E attendances in under 5s,714.1
E05000551,South Camberwell; Southwark,A&E attendances in under 5s,694.9
E05000552,Surrey Docks; Southwark,A&E attendances in under 5s,567.3
E05000553,The Lane; Southwark,A&E attendances in under 5s,590.7
E05000554,Village; Southwark,A&E attendances in under 5s,432.5
E05000555,Beddington North; Sutton,A&E attendances in under 5s,537.9
E05000556,Beddington South; Sutton,A&E attendances in under 5s,704.0
E05000557,Belmont; Sutton,A&E attendances in under 5s,573.4
E05000558,Carshalton Central; Sutton,A&E attendances in under 5s,592.9
E05000559,Carshalton South and Clockhouse; Sutton,A&E attendances in under 5s,627.3
E05000560,Cheam; Sutton,A&E attendances in under 5s,537.4
E05000561,Nonsuch; Sutton,A&E attendances in under 5s,578.0
E05000562,St Helier; Sutton,A&E attendances in under 5s,911.9
E05000563,Stonecot; Sutton,A&E attendances in under 5s,710.5
E05000564,Sutton Central; Sutton,A&E attendances in under 5s,747.3
E05000565,Sutton North; Sutton,A&E attendances in under 5s,693.9
E05000566,Sutton South; Sutton,A&E attendances in under 5s,624.2
E05000567,Sutton West; Sutton,A&E attendances in under 5s,605.5
E05000568,The Wrythe; Sutton,A&E attendances in under 5s,760.5
E05000569,Wallington North; Sutton,A&E attendances in under 5s,630.4
E05000570,Wallington South; Sutton,A&E attendances in under 5s,630.8
E05000571,Wandle Valley; Sutton,A&E attendances in under 5s,811.0
E05000572,Worcester Park; Sutton,A&E attendances in under 5s,600.2
E05000590,Cann Hall; Waltham Forest,A&E attendances in under 5s,521.4
E05000591,Cathall; Waltham Forest,A&E attendances in under 5s,457.9
E05000592,Chapel End; Waltham Forest,A&E attendances in under 5s,486.4
E05000593,Chingford Green; Waltham Forest,A&E attendances in under 5s,479.1
E05000594,Endlebury; Waltham Forest,A&E attendances in under 5s,500.9
E05000595,Forest; Waltham Forest,A&E attendances in under 5s,542.0
E05000596,Grove Green; Waltham Forest,A&E attendances in under 5s,428.2
E05000597,Hale End and Highams Park; Waltham Forest,A&E attendances in under 5s,475.2
E05000598,Hatch Lane; Waltham Forest,A&E attendances in under 5s,474.7
E05000599,High Street; Waltham Forest,A&E attendances in under 5s,524.5
E05000600,Higham Hill; Waltham Forest,A&E attendances in under 5s,495.5
E05000601,Hoe Street; Waltham Forest,A&E attendances in under 5s,498.5
E05000602,Larkswood; Waltham Forest,A&E attendances in under 5s,529.0
E05000603,Lea Bridge; Waltham Forest,A&E attendances in under 5s,564.0
E05000604,Leyton; Waltham Forest,A&E attendances in under 5s,500.0
E05000605,Leytonstone; Waltham Forest,A&E attendances in under 5s,465.5
E05000606,Markhouse; Waltham Forest,A&E attendances in under 5s,535.7
E05000607,Valley; Waltham Forest,A&E attendances in under 5s,609.0
E05000608,William Morris; Waltham Forest,A&E attendances in under 5s,478.3
E05000609,Wood Street; Waltham Forest,A&E attendances in under 5s,482.2
E05000610,Balham; Wandsworth,A&E attendances in under 5s,457.2
E05000611,Bedford; Wandsworth,A&E attendances in under 5s,505.6
E05000612,Earlsfield; Wandsworth,A&E attendances in under 5s,529.3
E05000613,East Putney; Wandsworth,A&E attendances in under 5s,608.3
E05000614,Fairfield; Wandsworth,A&E attendances in under 5s,560.7
E05000615,Furzedown; Wandsworth,A&E attendances in under 5s,539.8
E05000616,Graveney; Wandsworth,A&E attendances in under 5s,675.0
E05000617,Latchmere; Wandsworth,A&E attendances in under 5s,608.6
E05000618,Nightingale; Wandsworth,A&E attendances in under 5s,488.4
E05000619,Northcote; Wandsworth,A&E attendances in under 5s,450.0
E05000620,Queenstown; Wandsworth,A&E attendances in under 5s,655.8
E05000621,Roehampton and Putney Heath; Wandsworth,A&E attendances in under 5s,686.9
E05000622,St Mary's Park; Wandsworth,A&E attendances in under 5s,640.3
E05000623,Shaftesbury; Wandsworth,A&E attendances in under 5s,532.7
E05000624,Southfields; Wandsworth,A&E attendances in under 5s,518.5
E05000625,Thamesfield; Wandsworth,A&E attendances in under 5s,609.6
E05000626,Tooting; Wandsworth,A&E attendances in under 5s,774.3
E05000627,Wandsworth Common; Wandsworth,A&E attendances in under 5s,482.6
E05000628,West Hill; Wandsworth,A&E attendances in under 5s,583.5
E05000629,West Putney; Wandsworth,A&E attendances in under 5s,690.6
E05000630,Abbey Road; Westminster,A&E attendances in under 5s,483.6
E05000631,Bayswater; Westminster,A&E attendances in under 5s,628.8
E05000632,Bryanston and Dorset Square; Westminster,A&E attendances in under 5s,528.4
E05000633,Churchill; Westminster,A&E attendances in under 5s,647.6
E05000634,Church Street; Westminster,A&E attendances in under 5s,940.0
E05000635,Harrow Road; Westminster,A&E attendances in under 5s,810.3
E05000636,Hyde Park; Westminster,A&E attendances in under 5s,719.1
E05000637,Knightsbridge and Belgravia; Westminster,A&E attendances in under 5s,386.5
E05000638,Lancaster Gate; Westminster,A&E attendances in under 5s,663.5
E05000639,Little Venice; Westminster,A&E attendances in under 5s,602.3
E05000640,Maida Vale; Westminster,A&E attendances in under 5s,578.5
E05000641,Marylebone High Street; Westminster,A&E attendances in under 5s,470.9
E05000642,Queen's Park; Westminster,A&E attendances in under 5s,801.2
E05000643,Regent's Park; Westminster,A&E attendances in under 5s,495.5
E05000644,St James's; Westminster,A&E attendances in under 5s,633.7
E05000645,Tachbrook; Westminster,A&E attendances in under 5s,661.2
E05000646,Vincent Square; Westminster,A&E attendances in under 5s,617.9
E05000647,Warwick; Westminster,A&E attendances in under 5s,464.8
E05000648,Westbourne; Westminster,A&E attendances in under 5s,806.2
E05000649,West End; Westminster,A&E attendances in under 5s,594.9
E05009288,Aldersgate; City of London,A&E attendances in under 5s,457.6
E05009292,Bishopsgate; City of London,A&E attendances in under 5s,457.6
E05009302,Cripplegate; City of London,A&E attendances in under 5s,457.6
E05009304,Farringdon Within; City of London,A&E attendances in under 5s,457.6
E05009305,Farringdon Without; City of London,A&E attendances in under 5s,457.6
E05009308,Portsoken; City of London,A&E attendances in under 5s,457.6
E05009309,Queenhithe; City of London,A&E attendances in under 5s,457.6
E05009310,Tower; City of London,A&E attendances in under 5s,457.6
E05009317,Bethnal Green; Tower Hamlets,A&E attendances in under 5s,749.3
E05009318,Blackwall & Cubitt Town; Tower Hamlets,A&E attendances in under 5s,576.0
E05009319,Bow East; Tower Hamlets,A&E attendances in under 5s,576.7
E05009320,Bow West; Tower Hamlets,A&E attendances in under 5s,547.7
E05009321,Bromley North; Tower Hamlets,A&E attendances in under 5s,593.2
E05009322,Bromley South; Tower Hamlets,A&E attendances in under 5s,577.2
E05009323,Canary Wharf; Tower Hamlets,A&E attendances in under 5s,515.5
E05009324,Island Gardens; Tower Hamlets,A&E attendances in under 5s,526.1
E05009325,Lansbury; Tower Hamlets,A&E attendances in under 5s,594.0
E05009326,Limehouse; Tower Hamlets,A&E attendances in under 5s,656.8
E05009327,Mile End; Tower Hamlets,A&E attendances in under 5s,706.9
E05009328,Poplar; Tower Hamlets,A&E attendances in under 5s,660.6
E05009329,St Dunstan's; Tower Hamlets,A&E attendances in under 5s,763.7
E05009330,St Katharine's & Wapping; Tower Hamlets,A&E attendances in under 5s,596.2
E05009331,St Peter's; Tower Hamlets,A&E attendances in under 5s,740.3
E05009332,Shadwell; Tower Hamlets,A&E attendances in under 5s,730.5
E05009333,Spitalfields & Banglatown; Tower Hamlets,A&E attendances in under 5s,904.8
E05009334,Stepney Green; Tower Hamlets,A&E attendances in under 5s,859.9
E05009335,Weavers; Tower Hamlets,A&E attendances in under 5s,614.9
E05009336,Whitechapel; Tower Hamlets,A&E attendances in under 5s,861.8
E05009367,Brownswood; Hackney,A&E attendances in under 5s,651.8
E05009368,Cazenove; Hackney,A&E attendances in under 5s,549.2
E05009369,Clissold; Hackney,A&E attendances in under 5s,543.6
E05009370,Dalston; Hackney,A&E attendances in under 5s,675.9
E05009371,De Beauvoir; Hackney,A&E attendances in under 5s,663.3
E05009372,Hackney Central; Hackney,A&E attendances in under 5s,770.3
E05009373,Hackney Downs; Hackney,A&E attendances in under 5s,695.0
E05009374,Hackney Wick; Hackney,A&E attendances in under 5s,846.4
E05009375,Haggerston; Hackney,A&E attendances in under 5s,671.3
E05009376,Homerton; Hackney,A&E attendances in under 5s,868.3
E05009377,Hoxton East & Shoreditch; Hackney,A&E attendances in under 5s,668.3
E05009378,Hoxton West; Hackney,A&E attendances in under 5s,640.0
E05009379,King's Park; Hackney,A&E attendances in under 5s,769.0
E05009380,Lea Bridge; Hackney,A&E attendances in under 5s,720.7
E05009381,London Fields; Hackney,A&E attendances in under 5s,693.8
E05009382,Shacklewell; Hackney,A&E attendances in under 5s,730.2
E05009383,Springfield; Hackney,A&E attendances in under 5s,525.7
E05009384,Stamford Hill West; Hackney,A&E attendances in under 5s,503.3
E05009385,Stoke Newington; Hackney,A&E attendances in under 5s,594.8
E05009386,Victoria; Hackney,A&E attendances in under 5s,745.7
E05009387,Woodberry Down; Hackney,A&E attendances in under 5s,621.0
E05009388,Abingdon; Kensington and Chelsea,A&E attendances in under 5s,588.8
E05009389,Brompton & Hans Town; Kensington and Chelsea,A&E attendances in under 5s,508.9
E05009390,Campden; Kensington and Chelsea,A&E attendances in under 5s,439.6
E05009391,Chelsea Riverside; Kensington and Chelsea,A&E attendances in under 5s,921.1
E05009392,Colville; Kensington and Chelsea,A&E attendances in under 5s,872.3
E05009393,Courtfield; Kensington and Chelsea,A&E attendances in under 5s,568.6
E05009394,Dalgarno; Kensington and Chelsea,A&E attendances in under 5s,1401.1
E05009395,Earl's Court; Kensington and Chelsea,A&E attendances in under 5s,852.0
E05009396,Golborne; Kensington and Chelsea,A&E attendances in under 5s,1376.5
E05009397,Holland; Kensington and Chelsea,A&E attendances in under 5s,720.2
E05009398,Norland; Kensington and Chelsea,A&E attendances in under 5s,670.1
E05009399,Notting Dale; Kensington and Chelsea,A&E attendances in under 5s,1091.6
E05009400,Pembridge; Kensington and Chelsea,A&E attendances in under 5s,627.8
E05009401,Queen's Gate; Kensington and Chelsea,A&E attendances in under 5s,542.3
E05009402,Redcliffe; Kensington and Chelsea,A&E attendances in under 5s,716.8
E05009403,Royal Hospital; Kensington and Chelsea,A&E attendances in under 5s,492.4
E05009404,St. Helen's; Kensington and Chelsea,A&E attendances in under 5s,1061.6
E05009405,Stanley; Kensington and Chelsea,A&E attendances in under 5s,750.4
E05000026,Abbey; Barking and Dagenham,Admissions for injuries in under 5s,100.7
E05000027,Alibon; Barking and Dagenham,Admissions for injuries in under 5s,101.7
E05000028,Becontree; Barking and Dagenham,Admissions for injuries in under 5s,105.4
E05000029,Chadwell Heath; Barking and Dagenham,Admissions for injuries in under 5s,109.6
E05000030,Eastbrook; Barking and Dagenham,Admissions for injuries in under 5s,100.8
E05000031,Eastbury; Barking and Dagenham,Admissions for injuries in under 5s,89
E05000032,Gascoigne; Barking and Dagenham,Admissions for injuries in under 5s,82
E05000033,Goresbrook; Barking and Dagenham,Admissions for injuries in under 5s,91
E05000034,Heath; Barking and Dagenham,Admissions for injuries in under 5s,110.2
E05000035,Longbridge; Barking and Dagenham,Admissions for injuries in under 5s,88.8
E05000036,Mayesbrook; Barking and Dagenham,Admissions for injuries in under 5s,90.1
E05000037,Parsloes; Barking and Dagenham,Admissions for injuries in under 5s,102
E05000038,River; Barking and Dagenham,Admissions for injuries in under 5s,105.4
E05000039,Thames; Barking and Dagenham,Admissions for injuries in under 5s,79.2
E05000040,Valence; Barking and Dagenham,Admissions for injuries in under 5s,101.6
E05000041,Village; Barking and Dagenham,Admissions for injuries in under 5s,103.4
E05000042,Whalebone; Barking and Dagenham,Admissions for injuries in under 5s,94
E05000043,Brunswick Park; Barnet,Admissions for injuries in under 5s,75.6
E05000044,Burnt Oak; Barnet,Admissions for injuries in under 5s,96.6
E05000045,Childs Hill; Barnet,Admissions for injuries in under 5s,65.2
E05000046,Colindale; Barnet,Admissions for injuries in under 5s,110.9
E05000047,Coppetts; Barnet,Admissions for injuries in under 5s,80.5
E05000048,East Barnet; Barnet,Admissions for injuries in under 5s,93.8
E05000049,East Finchley; Barnet,Admissions for injuries in under 5s,75.8
E05000050,Edgware; Barnet,Admissions for injuries in under 5s,86.6
E05000051,Finchley Church End; Barnet,Admissions for injuries in under 5s,93.9
E05000052,Garden Suburb; Barnet,Admissions for injuries in under 5s,40.6
E05000053,Golders Green; Barnet,Admissions for injuries in under 5s,57.8
E05000054,Hale; Barnet,Admissions for injuries in under 5s,82
E05000055,Hendon; Barnet,Admissions for injuries in under 5s,73
E05000056,High Barnet; Barnet,Admissions for injuries in under 5s,79.4
E05000057,Mill Hill; Barnet,Admissions for injuries in under 5s,73.3
E05000058,Oakleigh; Barnet,Admissions for injuries in under 5s,90.8
E05000059,Totteridge; Barnet,Admissions for injuries in under 5s,63.3
E05000060,Underhill; Barnet,Admissions for injuries in under 5s,81.7
E05000061,West Finchley; Barnet,Admissions for injuries in under 5s,78.1
E05000062,West Hendon; Barnet,Admissions for injuries in under 5s,72.1
E05000063,Woodhouse; Barnet,Admissions for injuries in under 5s,80.8
E05000064,Barnehurst; Bexley,Admissions for injuries in under 5s,98.5
E05000065,Belvedere; Bexley,Admissions for injuries in under 5s,116.2
E05000066,Blackfen and Lamorbey; Bexley,Admissions for injuries in under 5s,117
E05000067,Blendon and Penhill; Bexley,Admissions for injuries in under 5s,76.3
E05000068,Brampton; Bexley,Admissions for injuries in under 5s,91.3
E05000069,Christchurch; Bexley,Admissions for injuries in under 5s,138.1
E05000070,Colyers; Bexley,Admissions for injuries in under 5s,127.5
E05000071,Crayford; Bexley,Admissions for injuries in under 5s,143.8
E05000072,Cray Meadows; Bexley,Admissions for injuries in under 5s,121.3
E05000073,Danson Park; Bexley,Admissions for injuries in under 5s,110.5
E05000074,East Wickham; Bexley,Admissions for injuries in under 5s,100.9
E05000075,Erith; Bexley,Admissions for injuries in under 5s,119.2
E05000076,Falconwood and Welling; Bexley,Admissions for injuries in under 5s,98.6
E05000077,Lesnes Abbey; Bexley,Admissions for injuries in under 5s,125.4
E05000078,Longlands; Bexley,Admissions for injuries in under 5s,83.6
E05000079,North End; Bexley,Admissions for injuries in under 5s,151.7
E05000080,Northumberland Heath; Bexley,Admissions for injuries in under 5s,95.9
E05000081,St Mary's; Bexley,Admissions for injuries in under 5s,92.3
E05000082,St Michael's; Bexley,Admissions for injuries in under 5s,97.5
E05000083,Sidcup; Bexley,Admissions for injuries in under 5s,91.2
E05000084,Thamesmead East; Bexley,Admissions for injuries in under 5s,135.6
E05000085,Alperton; Brent,Admissions for injuries in under 5s,102
E05000086,Barnhill; Brent,Admissions for injuries in under 5s,124.5
E05000087,Brondesbury Park; Brent,Admissions for injuries in under 5s,96.4
E05000088,Dollis Hill; Brent,Admissions for injuries in under 5s,105.2
E05000089,Dudden Hill; Brent,Admissions for injuries in under 5s,70
E05000090,Fryent; Brent,Admissions for injuries in under 5s,117.1
E05000091,Harlesden; Brent,Admissions for injuries in under 5s,97
E05000092,Kensal Green; Brent,Admissions for injuries in under 5s,84
E05000093,Kenton; Brent,Admissions for injuries in under 5s,82.5
E05000094,Kilburn; Brent,Admissions for injuries in under 5s,92
E05000095,Mapesbury; Brent,Admissions for injuries in under 5s,71.5
E05000096,Northwick Park; Brent,Admissions for injuries in under 5s,89.6
E05000097,Preston; Brent,Admissions for injuries in under 5s,89.6
E05000098,Queens Park; Brent,Admissions for injuries in under 5s,89.1
E05000099,Queensbury; Brent,Admissions for injuries in under 5s,107.2
E05000100,Stonebridge; Brent,Admissions for injuries in under 5s,97.7
E05000101,Sudbury; Brent,Admissions for injuries in under 5s,103.4
E05000102,Tokyngton; Brent,Admissions for injuries in under 5s,86.9
E05000103,Welsh Harp; Brent,Admissions for injuries in under 5s,88.1
E05000104,Wembley Central; Brent,Admissions for injuries in under 5s,110.2
E05000105,Willesden Green; Brent,Admissions for injuries in under 5s,64.4
E05000106,Bickley; Bromley,Admissions for injuries in under 5s,65.4
E05000107,Biggin Hill; Bromley,Admissions for injuries in under 5s,91.5
E05000108,Bromley Common and Keston; Bromley,Admissions for injuries in under 5s,92.6
E05000109,Bromley Town; Bromley,Admissions for injuries in under 5s,88.5
E05000110,Chelsfield and Pratts Bottom; Bromley,Admissions for injuries in under 5s,90.1
E05000111,Chislehurst; Bromley,Admissions for injuries in under 5s,67.9
E05000112,Clock House; Bromley,Admissions for injuries in under 5s,51.5
E05000113,Copers Cope; Bromley,Admissions for injuries in under 5s,85.1
E05000114,Cray Valley East; Bromley,Admissions for injuries in under 5s,83.2
E05000115,Cray Valley West; Bromley,Admissions for injuries in under 5s,95.7
E05000116,Crystal Palace; Bromley,Admissions for injuries in under 5s,65.9
E05000117,Darwin; Bromley,Admissions for injuries in under 5s,82.3
E05000118,Farnborough and Crofton; Bromley,Admissions for injuries in under 5s,95.3
E05000119,Hayes and Coney Hall; Bromley,Admissions for injuries in under 5s,80.8
E05000120,Kelsey and Eden Park; Bromley,Admissions for injuries in under 5s,54.1
E05000121,Mottingham and Chislehurst North; Bromley,Admissions for injuries in under 5s,106.3
E05000122,Orpington; Bromley,Admissions for injuries in under 5s,76.2
E05000123,Penge and Cator; Bromley,Admissions for injuries in under 5s,96.2
E05000124,Petts Wood and Knoll; Bromley,Admissions for injuries in under 5s,72.6
E05000125,Plaistow and Sundridge; Bromley,Admissions for injuries in under 5s,99.1
E05000126,Shortlands; Bromley,Admissions for injuries in under 5s,89.8
E05000127,West Wickham; Bromley,Admissions for injuries in under 5s,86.8
E05000128,Belsize; Camden,Admissions for injuries in under 5s,40.8
E05000129,Bloomsbury; Camden,Admissions for injuries in under 5s,111.3
E05000130,Camden Town with Primrose Hill; Camden,Admissions for injuries in under 5s,99.6
E05000131,Cantelowes; Camden,Admissions for injuries in under 5s,100.2
E05000132,Fortune Green; Camden,Admissions for injuries in under 5s,93
E05000133,Frognal and Fitzjohns; Camden,Admissions for injuries in under 5s,45.4
E05000134,Gospel Oak; Camden,Admissions for injuries in under 5s,93.7
E05000135,Hampstead Town; Camden,Admissions for injuries in under 5s,39.7
E05000136,Haverstock; Camden,Admissions for injuries in under 5s,84
E05000137,Highgate; Camden,Admissions for injuries in under 5s,63.5
E05000138,Holborn and Covent Garden; Camden,Admissions for injuries in under 5s,159.8
E05000139,Kentish Town; Camden,Admissions for injuries in under 5s,70.1
E05000140,Kilburn; Camden,Admissions for injuries in under 5s,80.8
E05000141,King's Cross; Camden,Admissions for injuries in under 5s,76.2
E05000142,Regent's Park; Camden,Admissions for injuries in under 5s,94.1
E05000143,St Pancras and Somers Town; Camden,Admissions for injuries in under 5s,112
E05000144,Swiss Cottage; Camden,Admissions for injuries in under 5s,54.3
E05000145,West Hampstead; Camden,Admissions for injuries in under 5s,71.3
E05000146,Addiscombe; Croydon,Admissions for injuries in under 5s,105
E05000147,Ashburton; Croydon,Admissions for injuries in under 5s,116.8
E05000148,Bensham Manor; Croydon,Admissions for injuries in under 5s,96.9
E05000149,Broad Green; Croydon,Admissions for injuries in under 5s,117.8
E05000150,Coulsdon East; Croydon,Admissions for injuries in under 5s,135.6
E05000151,Coulsdon West; Croydon,Admissions for injuries in under 5s,137.8
E05000152,Croham; Croydon,Admissions for injuries in under 5s,77.5
E05000153,Fairfield; Croydon,Admissions for injuries in under 5s,99
E05000154,Fieldway; Croydon,Admissions for injuries in under 5s,125.9
E05000155,Heathfield; Croydon,Admissions for injuries in under 5s,87.5
E05000156,Kenley; Croydon,Admissions for injuries in under 5s,116.7
E05000157,New Addington; Croydon,Admissions for injuries in under 5s,123.6
E05000158,Norbury; Croydon,Admissions for injuries in under 5s,118.6
E05000159,Purley; Croydon,Admissions for injuries in under 5s,119.6
E05000160,Sanderstead; Croydon,Admissions for injuries in under 5s,122.9
E05000161,Selhurst; Croydon,Admissions for injuries in under 5s,120
E05000162,Selsdon and Ballards; Croydon,Admissions for injuries in under 5s,101.2
E05000163,Shirley; Croydon,Admissions for injuries in under 5s,90.1
E05000164,South Norwood; Croydon,Admissions for injuries in under 5s,116
E05000165,Thornton Heath; Croydon,Admissions for injuries in under 5s,94.3
E05000166,Upper Norwood; Croydon,Admissions for injuries in under 5s,127.2
E05000167,Waddon; Croydon,Admissions for injuries in under 5s,93
E05000168,West Thornton; Croydon,Admissions for injuries in under 5s,122
E05000169,Woodside; Croydon,Admissions for injuries in under 5s,114.1
E05000170,Acton Central; Ealing,Admissions for injuries in under 5s,93
E05000171,Cleveland; Ealing,Admissions for injuries in under 5s,87.6
